        起 点 站        终 点 站        飞 行 日 期        航 班 号        飞 机 号        乘 载 量        余 票 量
            深圳  --->      上海           20200623          ZH4276           P0734             100             100
            深圳  --->      成都           20200623          ZH0916           P0699             100             100
            深圳  --->      广州           20200623          ZH6911           P0669             100             100
            深圳  --->      西安           20200623          ZH1311           P0214             100             100
            深圳  --->      香港           20200623          ZH9743           P0283             100             100
            深圳  --->      昆明           20200623          ZH5020           P0286             100             100
            深圳  --->      杭州           20200623          ZH1467           P0110             100             100
            深圳  --->      厦门           20200623          ZH4595           P0384             100             100
            香港  --->      北京           20200623          HK1620           P0823             100             100
            香港  --->      上海           20200623          HK2369           P0208             100             100
            香港  --->      成都           20200623          HK5579           P0065             100             100
            香港  --->      广州           20200623          HK5051           P0901             100             100
            香港  --->      西安           20200623          HK6803           P0699             100             100
            香港  --->      深圳           20200623          HK3444           P0914             100             100
            香港  --->      昆明           20200623          HK6743           P0492             100             100
            香港  --->      杭州           20200623          HK4194           P0110             100             100
            香港  --->      厦门           20200623          HK0207           P0767             100             100
            昆明  --->      北京           20200623          KY8476           P0502             100             100
            昆明  --->      上海           20200623          KY1503           P0567             100             100
            昆明  --->      成都           20200623          KY8214           P0937             100             100
            昆明  --->      广州           20200623          KY0865           P0493             100             100
            昆明  --->      西安           20200623          KY6145           P0133             100             100
            昆明  --->      深圳           20200623          KY5397           P0679             100             100
            昆明  --->      香港           20200623          KY1836           P0032             100             100
            昆明  --->      杭州           20200623          KY2341           P0067             100             100
            昆明  --->      厦门           20200623          KY7679           P0457             100             100
            杭州  --->      北京           20200623          GJ1694           P0749             100             100
            杭州  --->      上海           20200623          GJ8810           P0400             100             100
            杭州  --->      成都           20200623          GJ5948           P0773             100             100
            杭州  --->      广州           20200623          GJ1434           P0684             100             100
            杭州  --->      西安           20200623          GJ1236           P0645             100             100
            杭州  --->      深圳           20200623          GJ5660           P0132             100             100
            杭州  --->      香港           20200623          GJ9352           P0449             100             100
            杭州  --->      昆明           20200623          GJ0260           P0575             100             100
            杭州  --->      厦门           20200623          GJ0439           P0839             100             100
            厦门  --->      北京           20200623          MF1440           P0759             100             100
            厦门  --->      上海           20200623          MF0755           P0425             100             100
            厦门  --->      成都           20200623          MF8120           P0403             100             100
            厦门  --->      广州           20200623          MF6551           P0641             100             100
            厦门  --->      西安           20200623          MF2441           P0485             100             100
            厦门  --->      深圳           20200623          MF2921           P0340             100             100
            厦门  --->      香港           20200623          MF4579           P0068             100             100
            厦门  --->      昆明           20200623          MF4476           P0810             100             100
            厦门  --->      杭州           20200623          MF0768           P0354             100             100
            北京  --->      上海           20200624          JD8313           P0966             100             100
            北京  --->      成都           20200624          JD6838           P0080             100             100
            北京  --->      广州           20200624          JD5135           P0521             100             100
            北京  --->      西安           20200624          JD5534           P0745             100             100
            北京  --->      深圳           20200624          JD7480           P0355             100             100
            北京  --->      香港           20200624          JD1797           P0037             100             100
            北京  --->      昆明           20200624          JD4942           P0092             100             100
            北京  --->      杭州           20200624          JD7939           P0271             100             100
            北京  --->      厦门           20200624          JD8990           P0952             100             100
            上海  --->      北京           20200624          FM1371           P0328             100             100
            上海  --->      成都           20200624          FM2987           P0682             100             100
            上海  --->      广州           20200624          FM2354           P0621             100             100
            上海  --->      西安           20200624          FM7702           P0002             100             100
            上海  --->      深圳           20200624          FM3812           P0879             100             100
            上海  --->      香港           20200624          FM0845           P0441             100             100
            上海  --->      昆明           20200624          FM6819           P0194             100             100
            上海  --->      杭州           20200624          FM0130           P0389             100             100
            上海  --->      厦门           20200624          FM9985           P0136             100             100
            成都  --->      北京           20200624          EU1342           P0472             100             100
            成都  --->      上海           20200624          EU2320           P0591             100             100
            成都  --->      广州           20200624          EU3670           P0166             100             100
            成都  --->      西安           20200624          EU1815           P0608             100             100
            成都  --->      深圳           20200624          EU4860           P0031             100             100
            成都  --->      香港           20200624          EU4248           P0745             100             100
            成都  --->      昆明           20200624          EU0152           P0585             100             100
            成都  --->      杭州           20200624          EU5056           P0277             100             100
            成都  --->      厦门           20200624          EU0761           P0514             100             100
            广州  --->      北京           20200624          BY9871           P0842             100             100
            广州  --->      上海           20200624          BY7734           P0820             100             100
            广州  --->      成都           20200624          BY0393           P0259             100             100
            广州  --->      西安           20200624          BY4650           P0090             100             100
            广州  --->      深圳           20200624          BY2444           P0568             100             100
            广州  --->      香港           20200624          BY2640           P0490             100             100
            广州  --->      昆明           20200624          BY1635           P0019             100             100
            广州  --->      杭州           20200624          BY7995           P0340             100             100
            广州  --->      厦门           20200624          BY4105           P0524             100             100
            西安  --->      北京           20200624          PN7546           P0505             100             100
            西安  --->      上海           20200624          PN6082           P0376             100             100
            西安  --->      成都           20200624          PN2505           P0383             100             100
            西安  --->      广州           20200624          PN4791           P0204             100             100
            西安  --->      深圳           20200624          PN7675           P0013             100             100
            西安  --->      香港           20200624          PN7072           P0912             100             100
            西安  --->      昆明           20200624          PN7319           P0410             100             100
            西安  --->      杭州           20200624          PN8408           P0226             100             100
            西安  --->      厦门           20200624          PN8449           P0507             100             100
            深圳  --->      北京           20200624          ZH2539           P0713             100             100
            深圳  --->      上海           20200624          ZH6666           P0460             100             100
            深圳  --->      成都           20200624          ZH8243           P0340             100             100
            深圳  --->      广州           20200624          ZH8698           P0662             100             100
            深圳  --->      西安           20200624          ZH4051           P0193             100             100
            深圳  --->      香港           20200624          ZH4621           P0522             100             100
            深圳  --->      昆明           20200624          ZH2403           P0386             100             100
            深圳  --->      杭州           20200624          ZH9276           P0869             100             100
            深圳  --->      厦门           20200624          ZH3566           P0725             100             100
            香港  --->      北京           20200624          HK2654           P0365             100             100
            香港  --->      上海           20200624          HK9112           P0586             100             100
            香港  --->      成都           20200624          HK8303           P0563             100             100
            香港  --->      广州           20200624          HK1283           P0267             100             100
            香港  --->      西安           20200624          HK4271           P0361             100             100
            香港  --->      深圳           20200624          HK6500           P0071             100             100
            香港  --->      昆明           20200624          HK0285           P0110             100             100
            香港  --->      杭州           20200624          HK2738           P0807             100             100
            香港  --->      厦门           20200624          HK7366           P0816             100             100
            昆明  --->      北京           20200624          KY9935           P0358             100             100
            昆明  --->      上海           20200624          KY3401           P0169             100             100
            昆明  --->      成都           20200624          KY1003           P0954             100             100
            昆明  --->      广州           20200624          KY0445           P0909             100             100
            昆明  --->      西安           20200624          KY8308           P0696             100             100
            昆明  --->      深圳           20200624          KY5109           P0930             100             100
            昆明  --->      香港           20200624          KY4738           P0407             100             100
            昆明  --->      杭州           20200624          KY5939           P0985             100             100
            昆明  --->      厦门           20200624          KY9106           P0346             100             100
            杭州  --->      北京           20200624          GJ1018           P0436             100             100
            杭州  --->      上海           20200624          GJ1361           P0668             100             100
            杭州  --->      成都           20200624          GJ5688           P0921             100             100
            杭州  --->      广州           20200624          GJ0572           P0656             100             100
            杭州  --->      西安           20200624          GJ6996           P0390             100             100
            杭州  --->      深圳           20200624          GJ2214           P0175             100             100
            杭州  --->      香港           20200624          GJ5845           P0909             100             100
            杭州  --->      昆明           20200624          GJ1130           P0614             100             100
            杭州  --->      厦门           20200624          GJ0692           P0914             100             100
            厦门  --->      北京           20200624          MF4993           P0198             100             100
            厦门  --->      上海           20200624          MF8850           P0178             100             100
            厦门  --->      成都           20200624          MF2501           P0421             100             100
            厦门  --->      广州           20200624          MF9068           P0695             100             100
            厦门  --->      西安           20200624          MF1575           P0238             100             100
            厦门  --->      深圳           20200624          MF8222           P0506             100             100
            厦门  --->      香港           20200624          MF4559           P0620             100             100
            厦门  --->      昆明           20200624          MF1958           P0776             100             100
            厦门  --->      杭州           20200624          MF1410           P0581             100             100
            北京  --->      上海           20200625          JD9803           P0663             100             100
            北京  --->      成都           20200625          JD3864           P0941             100             100
            北京  --->      广州           20200625          JD1182           P0674             100             100
            北京  --->      西安           20200625          JD0926           P0584             100             100
            北京  --->      深圳           20200625          JD1967           P0284             100             100
            北京  --->      香港           20200625          JD5018           P0620             100             100
            北京  --->      昆明           20200625          JD5059           P0978             100             100
            北京  --->      杭州           20200625          JD7262           P0653             100             100
            北京  --->      厦门           20200625          JD2916           P0804             100             100
            上海  --->      北京           20200625          FM9086           P0051             100             100
            上海  --->      成都           20200625          FM1258           P0653             100             100
            上海  --->      广州           20200625          FM7557           P0634             100             100
            上海  --->      西安           20200625          FM2297           P0520             100             100
            上海  --->      深圳           20200625          FM7605           P0993             100             100
            上海  --->      香港           20200625          FM3962           P0830             100             100
            上海  --->      昆明           20200625          FM7037           P0765             100             100
            上海  --->      杭州           20200625          FM4543           P0421             100             100
            上海  --->      厦门           20200625          FM3040           P0102             100             100
            成都  --->      北京           20200625          EU7681           P0771             100             100
            成都  --->      上海           20200625          EU0340           P0329             100             100
            成都  --->      广州           20200625          EU8684           P0508             100             100
            成都  --->      西安           20200625          EU2680           P0336             100             100
            成都  --->      深圳           20200625          EU1534           P0312             100             100
            成都  --->      香港           20200625          EU0554           P0416             100             100
            成都  --->      昆明           20200625          EU5420           P0977             100             100
            成都  --->      杭州           20200625          EU1751           P0753             100             100
            成都  --->      厦门           20200625          EU2325           P0627             100             100
            广州  --->      北京           20200625          BY9364           P0307             100             100
            广州  --->      上海           20200625          BY2347           P0804             100             100
            广州  --->      成都           20200625          BY8269           P0799             100             100
            广州  --->      西安           20200625          BY4255           P0254             100             100
            广州  --->      深圳           20200625          BY5356           P0579             100             100
            广州  --->      香港           20200625          BY1996           P0051             100             100
            广州  --->      昆明           20200625          BY4348           P0299             100             100
            广州  --->      杭州           20200625          BY0183           P0825             100             100
            广州  --->      厦门           20200625          BY3422           P0612             100             100
            西安  --->      北京           20200625          PN4181           P0406             100             100
            西安  --->      上海           20200625          PN0316           P0170             100             100
            西安  --->      成都           20200625          PN8462           P0813             100             100
            西安  --->      广州           20200625          PN3580           P0109             100             100
            西安  --->      深圳           20200625          PN0529           P0753             100             100
            西安  --->      香港           20200625          PN9304           P0607             100             100
            西安  --->      昆明           20200625          PN3463           P0618             100             100
            西安  --->      杭州           20200625          PN7947           P0641             100             100
            西安  --->      厦门           20200625          PN7788           P0998             100             100
            深圳  --->      北京           20200625          ZH3390           P0519             100             100
            深圳  --->      上海           20200625          ZH7836           P0882             100             100
            深圳  --->      成都           20200625          ZH4981           P0217             100             100
            深圳  --->      广州           20200625          ZH3946           P0201             100             100
            深圳  --->      西安           20200625          ZH9155           P0372             100             100
            深圳  --->      香港           20200625          ZH0151           P0923             100             100
            深圳  --->      昆明           20200625          ZH3573           P0160             100             100
            深圳  --->      杭州           20200625          ZH3569           P0361             100             100
            深圳  --->      厦门           20200625          ZH3709           P0746             100             100
            香港  --->      北京           20200625          HK0266           P0713             100             100
            香港  --->      上海           20200625          HK9326           P0725             100             100
            香港  --->      成都           20200625          HK7643           P0606             100             100
            香港  --->      广州           20200625          HK8440           P0981             100             100
            香港  --->      西安           20200625          HK9176           P0033             100             100
            香港  --->      深圳           20200625          HK2996           P0245             100             100
            香港  --->      昆明           20200625          HK6661           P0693             100             100
            香港  --->      杭州           20200625          HK3234           P0921             100             100
            香港  --->      厦门           20200625          HK7481           P0183             100             100
            昆明  --->      北京           20200625          KY0496           P0238             100             100
            昆明  --->      上海           20200625          KY9106           P0541             100             100
            昆明  --->      成都           20200625          KY6719           P0377             100             100
            昆明  --->      广州           20200625          KY7898           P0794             100             100
            昆明  --->      西安           20200625          KY6769           P0301             100             100
            昆明  --->      深圳           20200625          KY8889           P0247             100             100
            昆明  --->      香港           20200625          KY9301           P0905             100             100
            昆明  --->      杭州           20200625          KY3610           P0419             100             100
            昆明  --->      厦门           20200625          KY9510           P0857             100             100
            杭州  --->      北京           20200625          GJ2018           P0333             100             100
            杭州  --->      上海           20200625          GJ8208           P0923             100             100
            杭州  --->      成都           20200625          GJ0047           P0385             100             100
            杭州  --->      广州           20200625          GJ5701           P0165             100             100
            杭州  --->      西安           20200625          GJ2237           P0578             100             100
            杭州  --->      深圳           20200625          GJ0415           P0686             100             100
            杭州  --->      香港           20200625          GJ2047           P0736             100             100
            杭州  --->      昆明           20200625          GJ5223           P0962             100             100
            杭州  --->      厦门           20200625          GJ0347           P0234             100             100
            厦门  --->      北京           20200625          MF3110           P0122             100             100
            厦门  --->      上海           20200625          MF8743           P0269             100             100
            厦门  --->      成都           20200625          MF9417           P0963             100             100
            厦门  --->      广州           20200625          MF6339           P0725             100             100
            厦门  --->      西安           20200625          MF5882           P0701             100             100
            厦门  --->      深圳           20200625          MF9543           P0515             100             100
            厦门  --->      香港           20200625          MF1821           P0391             100             100
            厦门  --->      昆明           20200625          MF4143           P0296             100             100
            厦门  --->      杭州           20200625          MF0008           P0929             100             100
            北京  --->      上海           20200626          JD1668           P0898             100             100
            北京  --->      成都           20200626          JD0455           P0979             100             100
            北京  --->      广州           20200626          JD9180           P0525             100             100
            北京  --->      西安           20200626          JD9903           P0476             100             100
            北京  --->      深圳           20200626          JD9236           P0059             100             100
            北京  --->      香港           20200626          JD6753           P0381             100             100
            北京  --->      昆明           20200626          JD0238           P0230             100             100
            北京  --->      杭州           20200626          JD0593           P0095             100             100
            北京  --->      厦门           20200626          JD4086           P0893             100             100
            上海  --->      北京           20200626          FM9431           P0906             100             100
            上海  --->      成都           20200626          FM1817           P0717             100             100
            上海  --->      广州           20200626          FM7365           P0640             100             100
            上海  --->      西安           20200626          FM1352           P0458             100             100
            上海  --->      深圳           20200626          FM8219           P0585             100             100
            上海  --->      香港           20200626          FM4201           P0807             100             100
            上海  --->      昆明           20200626          FM3128           P0712             100             100
            上海  --->      杭州           20200626          FM8479           P0131             100             100
            上海  --->      厦门           20200626          FM1458           P0093             100             100
            成都  --->      北京           20200626          EU1851           P0500             100             100
            成都  --->      上海           20200626          EU1784           P0637             100             100
            成都  --->      广州           20200626          EU3459           P0080             100             100
            成都  --->      西安           20200626          EU8645           P0015             100             100
            成都  --->      深圳           20200626          EU1042           P0041             100             100
            成都  --->      香港           20200626          EU8247           P0464             100             100
            成都  --->      昆明           20200626          EU5871           P0313             100             100
            成都  --->      杭州           20200626          EU6225           P0722             100             100
            成都  --->      厦门           20200626          EU0915           P0935             100             100
            广州  --->      北京           20200626          BY2782           P0440             100             100
            广州  --->      上海           20200626          BY8405           P0344             100             100
            广州  --->      成都           20200626          BY9400           P0525             100             100
            广州  --->      西安           20200626          BY1000           P0738             100             100
            广州  --->      深圳           20200626          BY4744           P0966             100             100
            广州  --->      香港           20200626          BY2697           P0588             100             100
            广州  --->      昆明           20200626          BY6110           P0285             100             100
            广州  --->      杭州           20200626          BY1537           P0730             100             100
            广州  --->      厦门           20200626          BY1266           P0495             100             100
            西安  --->      北京           20200626          PN9041           P0832             100             100
            西安  --->      上海           20200626          PN5964           P0752             100             100
            西安  --->      成都           20200626          PN6415           P0901             100             100
            西安  --->      广州           20200626          PN7506           P0150             100             100
            西安  --->      深圳           20200626          PN9355           P0354             100             100
            西安  --->      香港           20200626          PN7952           P0067             100             100
            西安  --->      昆明           20200626          PN7847           P0114             100             100
            西安  --->      杭州           20200626          PN0749           P0271             100             100
            西安  --->      厦门           20200626          PN3383           P0909             100             100
            深圳  --->      北京           20200626          ZH2027           P0133             100             100
            深圳  --->      上海           20200626          ZH3045           P0984             100             100
            深圳  --->      成都           20200626          ZH6079           P0836             100             100
            深圳  --->      广州           20200626          ZH9848           P0647             100             100
            深圳  --->      西安           20200626          ZH0546           P0394             100             100
            深圳  --->      香港           20200626          ZH9222           P0693             100             100
            深圳  --->      昆明           20200626          ZH1447           P0364             100             100
            深圳  --->      杭州           20200626          ZH7016           P0291             100             100
            深圳  --->      厦门           20200626          ZH5278           P0544             100             100
            香港  --->      北京           20200626          HK2477           P0831             100             100
            香港  --->      上海           20200626          HK3224           P0287             100             100
            香港  --->      成都           20200626          HK0337           P0711             100             100
            香港  --->      广州           20200626          HK4268           P0501             100             100
            香港  --->      西安           20200626          HK2063           P0247             100             100
            香港  --->      深圳           20200626          HK6074           P0051             100             100
            香港  --->      昆明           20200626          HK2277           P0599             100             100
            香港  --->      杭州           20200626          HK7038           P0392             100             100
            香港  --->      厦门           20200626          HK4071           P0697             100             100
            昆明  --->      北京           20200626          KY4550           P0147             100             100
            昆明  --->      上海           20200626          KY8775           P0089             100             100
            昆明  --->      成都           20200626          KY2407           P0859             100             100
            昆明  --->      广州           20200626          KY7283           P0894             100             100
            昆明  --->      西安           20200626          KY5006           P0466             100             100
            昆明  --->      深圳           20200626          KY0031           P0536             100             100
            昆明  --->      香港           20200626          KY9123           P0944             100             100
            昆明  --->      杭州           20200626          KY6741           P0650             100             100
            昆明  --->      厦门           20200626          KY9842           P0692             100             100
            杭州  --->      北京           20200626          GJ0698           P0257             100             100
            杭州  --->      上海           20200626          GJ0797           P0577             100             100
            杭州  --->      成都           20200626          GJ7171           P0118             100             100
            杭州  --->      广州           20200626          GJ4844           P0846             100             100
            杭州  --->      西安           20200626          GJ8855           P0433             100             100
            杭州  --->      深圳           20200626          GJ4103           P0421             100             100
            杭州  --->      香港           20200626          GJ3671           P0822             100             100
            杭州  --->      昆明           20200626          GJ7157           P0473             100             100
            杭州  --->      厦门           20200626          GJ8859           P0877             100             100
            厦门  --->      北京           20200626          MF0837           P0186             100             100
            厦门  --->      上海           20200626          MF7791           P0628             100             100
            厦门  --->      成都           20200626          MF2510           P0011             100             100
            厦门  --->      广州           20200626          MF8510           P0591             100             100
            厦门  --->      西安           20200626          MF8770           P0334             100             100
            厦门  --->      深圳           20200626          MF1950           P0659             100             100
            厦门  --->      香港           20200626          MF6920           P0398             100             100
            厦门  --->      昆明           20200626          MF0092           P0736             100             100
            厦门  --->      杭州           20200626          MF4666           P0517             100             100
            北京  --->      上海           20200627          JD6473           P0766             100             100
            北京  --->      成都           20200627          JD6572           P0007             100             100
            北京  --->      广州           20200627          JD0198           P0369             100             100
            北京  --->      西安           20200627          JD1631           P0870             100             100
            北京  --->      深圳           20200627          JD6667           P0327             100             100
            北京  --->      香港           20200627          JD3252           P0608             100             100
            北京  --->      昆明           20200627          JD5566           P0304             100             100
            北京  --->      杭州           20200627          JD3716           P0246             100             100
            北京  --->      厦门           20200627          JD2514           P0216             100             100
            上海  --->      北京           20200627          FM6880           P0422             100             100
            上海  --->      成都           20200627          FM8958           P0586             100             100
            上海  --->      广州           20200627          FM9765           P0931             100             100
            上海  --->      西安           20200627          FM2240           P0493             100             100
            上海  --->      深圳           20200627          FM6370           P0187             100             100
            上海  --->      香港           20200627          FM1489           P0067             100             100
            上海  --->      昆明           20200627          FM7277           P0074             100             100
            上海  --->      杭州           20200627          FM7435           P0255             100             100
            上海  --->      厦门           20200627          FM0354           P0798             100             100
            成都  --->      北京           20200627          EU9465           P0007             100             100
            成都  --->      上海           20200627          EU3997           P0754             100             100
            成都  --->      广州           20200627          EU2045           P0203             100             100
            成都  --->      西安           20200627          EU0075           P0254             100             100
            成都  --->      深圳           20200627          EU9367           P0613             100             100
            成都  --->      香港           20200627          EU4892           P0207             100             100
            成都  --->      昆明           20200627          EU0149           P0465             100             100
            成都  --->      杭州           20200627          EU8924           P0339             100             100
            成都  --->      厦门           20200627          EU5654           P0823             100             100
            广州  --->      北京           20200627          BY6386           P0552             100             100
            广州  --->      上海           20200627          BY1444           P0734             100             100
            广州  --->      成都           20200627          BY7992           P0757             100             100
            广州  --->      西安           20200627          BY1169           P0043             100             100
            广州  --->      深圳           20200627          BY0460           P0601             100             100
            广州  --->      香港           20200627          BY7216           P0210             100             100
            广州  --->      昆明           20200627          BY8710           P0699             100             100
            广州  --->      杭州           20200627          BY7592           P0588             100             100
            广州  --->      厦门           20200627          BY2619           P0457             100             100
            西安  --->      北京           20200627          PN2948           P0931             100             100
            西安  --->      上海           20200627          PN2753           P0869             100             100
            西安  --->      成都           20200627          PN9583           P0682             100             100
            西安  --->      广州           20200627          PN2485           P0373             100             100
            西安  --->      深圳           20200627          PN0783           P0280             100             100
            西安  --->      香港           20200627          PN1801           P0850             100             100
            西安  --->      昆明           20200627          PN1726           P0246             100             100
            西安  --->      杭州           20200627          PN8882           P0307             100             100
            西安  --->      厦门           20200627          PN4785           P0526             100             100
            深圳  --->      北京           20200627          ZH6705           P0787             100             100
            深圳  --->      上海           20200627          ZH5954           P0863             100             100
            深圳  --->      成都           20200627          ZH0320           P0048             100             100
            深圳  --->      广州           20200627          ZH4369           P0207             100             100
            深圳  --->      西安           20200627          ZH8207           P0406             100             100
            深圳  --->      香港           20200627          ZH8827           P0528             100             100
            深圳  --->      昆明           20200627          ZH7647           P0355             100             100
            深圳  --->      杭州           20200627          ZH4985           P0318             100             100
            深圳  --->      厦门           20200627          ZH0464           P0356             100             100
            香港  --->      北京           20200627          HK3309           P0031             100             100
            香港  --->      上海           20200627          HK6118           P0576             100             100
            香港  --->      成都           20200627          HK9736           P0980             100             100
            香港  --->      广州           20200627          HK1025           P0259             100             100
